Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score
a58c963f-1bec-4eee-b66f-60062a9dd96e,super love,12/10/2020 20:14,video,dogs,positive,75
43e53b12-71cb-4aad-9cb7-8c3572053230,super love,1/23/2021 0:06,audio,fitness,positive,75
c136ae25-d882-4e2c-b515-5727ad2626a5,super love,3/7/2021 9:39,photo,soccer,positive,75
413101f7-ea05-4df6-97cf-9891245c5ed7,super love,9/21/2020 15:23,photo,science,positive,75
3c092e34-bac9-4e63-a7fa-0608fb73914f,super love,12/12/2020 8:37,video,soccer,positive,75
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,super love,3/22/2021 10:49,audio,culture,positive,75
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,super love,7/25/2020 10:30,audio,culture,positive,75
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,super love,12/19/2020 21:24,audio,culture,positive,75
93c0f4f6-8c1e-453e-8df0-3015b1e76376,super love,2/6/2021 4:14,video,technology,positive,75
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,super love,2/20/2021 11:51,audio,Travel,positive,75
93c0f4f6-8c1e-453e-8df0-3015b1e76376,super love,9/18/2020 4:29,video,technology,positive,75
6e418568-a2b9-4d08-b241-06362c96a7f1,super love,10/14/2020 15:17,video,food,positive,75
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,super love,4/24/2021 1:34,video,cooking,positive,75
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,super love,7/6/2020 23:47,video,cooking,positive,75
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,super love,2/11/2021 6:18,video,cooking,positive,75
f783f128-6f66-4ef3-a190-5afc29d17012,super love,12/10/2020 23:19,GIF,tennis,positive,75
f783f128-6f66-4ef3-a190-5afc29d17012,super love,2/22/2021 23:55,GIF,tennis,positive,75
0d3d0a35-f806-4536-8733-abf1f92763e2,super love,11/3/2020 12:33,GIF,studying,positive,75
0d3d0a35-f806-4536-8733-abf1f92763e2,super love,11/28/2020 12:54,GIF,studying,positive,75
a58c963f-1bec-4eee-b66f-60062a9dd96e,super love,12/21/2020 19:45,video,dogs,positive,75
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,super love,4/25/2021 0:39,audio,Travel,positive,75
0d3d0a35-f806-4536-8733-abf1f92763e2,super love,7/6/2020 11:25,GIF,studying,positive,75
ebdf5d36-9ecc-44d7-b641-d33805709452,super love,6/11/2021 23:26,audio,cooking,positive,75
d16d21cd-30c7-4b1e-b50c-aff5808fe816,super love,9/12/2020 14:54,photo,fitness,positive,75
e6b61eab-6879-4618-b189-476f27f02fdd,super love,2/17/2021 3:41,audio,science,positive,75
e6b61eab-6879-4618-b189-476f27f02fdd,super love,11/2/2020 4:34,audio,science,positive,75
e6b61eab-6879-4618-b189-476f27f02fdd,super love,5/7/2021 13:10,audio,science,positive,75
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,super love,6/26/2020 2:27,audio,studying,positive,75
1429467d-e8a2-4292-bd46-921e8bd87b30,super love,3/26/2021 12:45,video,public speaking,positive,75
1429467d-e8a2-4292-bd46-921e8bd87b30,super love,9/9/2020 18:11,video,public speaking,positive,75
ebdf5d36-9ecc-44d7-b641-d33805709452,super love,2/6/2021 13:22,audio,cooking,positive,75
ebdf5d36-9ecc-44d7-b641-d33805709452,super love,5/3/2021 17:38,audio,cooking,positive,75
d0e55134-c60e-4a05-999c-d7697b4901f0,super love,2/13/2021 1:11,GIF,cooking,positive,75
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,super love,1/10/2021 18:33,audio,Travel,positive,75
d0e55134-c60e-4a05-999c-d7697b4901f0,super love,5/19/2021 14:45,GIF,cooking,positive,75
d0e55134-c60e-4a05-999c-d7697b4901f0,super love,10/21/2020 16:44,GIF,cooking,positive,75
7dc268e5-b50d-4280-82aa-e08af75a8a0a,super love,8/12/2020 8:55,photo,science,positive,75
7dc268e5-b50d-4280-82aa-e08af75a8a0a,super love,6/8/2021 10:40,photo,science,positive,75
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,super love,9/12/2020 21:58,GIF,fitness,positive,75
43da458b-66fe-4723-996c-57dcfad67edf,super love,7/4/2020 11:42,GIF,food,positive,75
43da458b-66fe-4723-996c-57dcfad67edf,super love,11/16/2020 23:28,GIF,food,positive,75
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,super love,8/24/2020 10:43,video,science,positive,75
748ab616-8066-4c61-b6af-d7442545d12a,super love,4/7/2021 19:32,audio,veganism,positive,75
0d3d0a35-f806-4536-8733-abf1f92763e2,super love,8/5/2020 17:10,GIF,studying,positive,75
0d3d0a35-f806-4536-8733-abf1f92763e2,super love,11/7/2020 14:27,GIF,studying,positive,75
062cbf2f-fc22-4357-8890-63e7f13fcd37,super love,9/5/2020 11:59,audio,education,positive,75
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,super love,12/17/2020 2:10,audio,tennis,positive,75
edc4a60a-b5ba-4178-b99e-9d34ed92599c,super love,12/4/2020 8:13,audio,technology,positive,75
edc4a60a-b5ba-4178-b99e-9d34ed92599c,super love,8/25/2020 12:23,audio,technology,positive,75
edc4a60a-b5ba-4178-b99e-9d34ed92599c,super love,7/22/2020 18:49,audio,technology,positive,75
edc4a60a-b5ba-4178-b99e-9d34ed92599c,super love,10/16/2020 23:55,audio,technology,positive,75
2c511a63-5eb5-422f-8483-c9fcf9a29b55,super love,11/14/2020 23:27,GIF,technology,positive,75
2c511a63-5eb5-422f-8483-c9fcf9a29b55,super love,7/23/2020 4:14,GIF,technology,positive,75
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,super love,7/16/2020 6:39,audio,tennis,positive,75
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,super love,11/23/2020 13:22,audio,tennis,positive,75
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,super love,3/3/2021 6:13,audio,tennis,positive,75
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,super love,6/21/2020 20:56,audio,tennis,positive,75
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,super love,4/16/2021 16:12,photo,animals,positive,75
d706b190-216c-4103-9107-fb7304766d68,super love,5/5/2021 2:58,video,cooking,positive,75
d706b190-216c-4103-9107-fb7304766d68,super love,3/28/2021 11:06,video,cooking,positive,75
d706b190-216c-4103-9107-fb7304766d68,super love,3/14/2021 4:49,video,cooking,positive,75
d706b190-216c-4103-9107-fb7304766d68,super love,2/17/2021 0:09,video,cooking,positive,75
b56a9e24-d0f2-4599-b893-c2889a15e1d6,super love,4/20/2021 12:13,video,veganism,positive,75
b56a9e24-d0f2-4599-b893-c2889a15e1d6,super love,7/24/2020 11:03,video,veganism,positive,75
b56a9e24-d0f2-4599-b893-c2889a15e1d6,super love,10/23/2020 21:01,video,veganism,positive,75
2b6921de-e7f2-4e30-8feb-36bd41becaf0,super love,4/16/2021 11:22,audio,travel,positive,75
61e6650c-5068-4575-9aee-4217ef3dbdb1,super love,2/19/2021 9:54,GIF,tennis,positive,75
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,super love,3/3/2021 3:06,photo,animals,positive,75
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,super love,6/27/2020 2:17,photo,animals,positive,75
2eb7feec-26a4-4949-8470-3e66c16536e9,super love,11/8/2020 1:52,video,tennis,positive,75
3a106d1f-3942-49d4-9358-417f33d760c6,super love,7/19/2020 10:14,photo,Fitness,positive,75
a72552ac-cad2-4707-8bc6-dea84a5ab72b,super love,8/27/2020 6:32,audio,studying,positive,75
5651450a-d330-46e6-bac9-c7c7e7defaf2,super love,9/10/2020 8:42,photo,animals,positive,75
5651450a-d330-46e6-bac9-c7c7e7defaf2,super love,2/12/2021 23:09,photo,animals,positive,75
de95cdb1-a85a-40de-8467-892e2d1481af,super love,2/13/2021 13:18,video,education,positive,75
dd2f8912-9b97-40cb-ac5f-215f98d4d733,super love,8/21/2020 20:13,GIF,fitness,positive,75
dd2f8912-9b97-40cb-ac5f-215f98d4d733,super love,6/10/2021 10:19,GIF,fitness,positive,75
5bb364a6-8646-4cdb-b1cf-09f4125718d8,super love,8/4/2020 7:27,audio,soccer,positive,75
5bb364a6-8646-4cdb-b1cf-09f4125718d8,super love,8/21/2020 3:58,audio,soccer,positive,75
5bb364a6-8646-4cdb-b1cf-09f4125718d8,super love,9/3/2020 1:00,audio,soccer,positive,75
3a106d1f-3942-49d4-9358-417f33d760c6,super love,9/30/2020 14:38,photo,Fitness,positive,75
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,super love,11/13/2020 5:59,photo,animals,positive,75
3a106d1f-3942-49d4-9358-417f33d760c6,super love,4/30/2021 2:38,photo,Fitness,positive,75
3a106d1f-3942-49d4-9358-417f33d760c6,super love,5/13/2021 7:51,photo,Fitness,positive,75
a784c1dd-e2ab-408d-a0c3-226a51d420e1,super love,9/7/2020 17:38,audio,technology,positive,75
a784c1dd-e2ab-408d-a0c3-226a51d420e1,super love,7/29/2020 18:58,audio,technology,positive,75
08cc29f3-a22d-4652-8f27-ff9e0a826289,super love,10/30/2020 11:17,photo,technology,positive,75
08cc29f3-a22d-4652-8f27-ff9e0a826289,super love,1/5/2021 11:37,photo,technology,positive,75
f1038e6c-5292-4e20-a866-675e1637d6b5,super love,5/7/2021 11:25,GIF,soccer,positive,75
509a5fb0-9bb2-4809-9f90-18ae007acc94,super love,5/21/2021 16:24,video,dogs,positive,75
509a5fb0-9bb2-4809-9f90-18ae007acc94,super love,9/1/2020 6:34,video,dogs,positive,75
d16d21cd-30c7-4b1e-b50c-aff5808fe816,super love,4/11/2021 20:57,photo,fitness,positive,75
27ec2b21-a749-4181-b182-150a174fc277,super love,4/9/2021 3:07,GIF,animals,positive,75
27ec2b21-a749-4181-b182-150a174fc277,super love,11/11/2020 22:41,GIF,animals,positive,75
1a69604e-95a0-4b91-8051-f3730b7e009b,super love,9/26/2020 2:28,video,fitness,positive,75
b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,super love,6/29/2020 11:21,audio,studying,positive,75
75747dd7-8dad-4f2f-9209-62765223f3af,super love,5/26/2021 17:59,photo,fitness,positive,75
75747dd7-8dad-4f2f-9209-62765223f3af,super love,12/14/2020 21:00,photo,fitness,positive,75
75747dd7-8dad-4f2f-9209-62765223f3af,super love,2/12/2021 16:20,photo,fitness,positive,75
75747dd7-8dad-4f2f-9209-62765223f3af,super love,1/5/2021 22:58,photo,fitness,positive,75
d029d393-b80b-4a56-9450-7645ee42da07,super love,3/1/2021 19:22,video,healthy eating,positive,75
3e64dfe3-e832-4352-a170-9806f64ac507,super love,8/27/2020 0:41,audio,healthy eating,positive,75
1a69604e-95a0-4b91-8051-f3730b7e009b,super love,10/13/2020 10:37,video,fitness,positive,75
1a69604e-95a0-4b91-8051-f3730b7e009b,super love,12/22/2020 17:28,video,fitness,positive,75
1a69604e-95a0-4b91-8051-f3730b7e009b,super love,3/29/2021 10:52,video,fitness,positive,75
b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,super love,1/9/2021 12:28,audio,studying,positive,75
1987b43d-bcb9-4ab0-8634-ef3623928e94,super love,8/28/2020 9:36,photo,education,positive,75
1987b43d-bcb9-4ab0-8634-ef3623928e94,super love,5/27/2021 20:42,photo,education,positive,75
909cbb46-9789-4e9d-9148-890e5c44a9e2,super love,7/25/2020 17:19,audio,animals,positive,75
909cbb46-9789-4e9d-9148-890e5c44a9e2,super love,11/15/2020 0:44,audio,animals,positive,75
909cbb46-9789-4e9d-9148-890e5c44a9e2,super love,8/19/2020 15:38,audio,animals,positive,75
db672f6f-2f5b-47bd-aed6-bfc22188de4d,super love,9/4/2020 0:41,audio,soccer,positive,75
839d117b-c764-4930-99f2-a6e4d1b47790,super love,1/22/2021 13:24,GIF,cooking,positive,75
839d117b-c764-4930-99f2-a6e4d1b47790,super love,4/8/2021 23:37,GIF,cooking,positive,75
839d117b-c764-4930-99f2-a6e4d1b47790,super love,9/5/2020 1:56,GIF,cooking,positive,75
b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,super love,4/16/2021 14:06,audio,studying,positive,75
b1c49557-0623-4fb2-8f22-1453286fedad,super love,2/23/2021 16:40,video,healthy eating,positive,75
27ec2b21-a749-4181-b182-150a174fc277,super love,12/2/2020 1:14,GIF,animals,positive,75
18a07663-ba3c-4ff9-94d3-bd533aa853c2,super love,9/20/2020 3:12,audio,veganism,positive,75
0e2169f4-b881-42d0-b99c-034b32f83504,super love,5/27/2021 6:56,GIF,food,positive,75
0e2169f4-b881-42d0-b99c-034b32f83504,super love,11/28/2020 9:23,GIF,food,positive,75
350e0d40-e036-459c-9cbe-73e003c33cfa,super love,9/27/2020 16:43,photo,technology,positive,75
350e0d40-e036-459c-9cbe-73e003c33cfa,super love,3/23/2021 14:28,photo,technology,positive,75
a38cf15e-6a1d-42e8-bee7-0eeb456c700b,super love,8/10/2020 5:57,video,travel,positive,75
a3d563e1-c7a6-4367-9195-cddc36863735,super love,2/9/2021 4:04,audio,healthy eating,positive,75
a3d563e1-c7a6-4367-9195-cddc36863735,super love,5/15/2021 4:06,audio,healthy eating,positive,75
a3d563e1-c7a6-4367-9195-cddc36863735,super love,6/1/2021 7:07,audio,healthy eating,positive,75
dc78a872-9057-4a8e-9a25-a1c407c1b7c9,super love,5/23/2021 20:08,audio,culture,positive,75
3dc03a86-f481-42fa-bf43-a7bcf3b6572e,super love,3/5/2021 18:09,audio,fitness,positive,75
b1c49557-0623-4fb2-8f22-1453286fedad,super love,4/15/2021 19:58,video,healthy eating,positive,75
a0606e08-1798-44f5-a575-28e82f79dfe3,super love,9/30/2020 22:52,video,veganism,positive,75
a0606e08-1798-44f5-a575-28e82f79dfe3,super love,3/20/2021 13:15,video,veganism,positive,75
bb9dcde7-55bb-4fb8-b349-caa58fb08823,super love,4/17/2021 21:31,GIF,healthy eating,positive,75
bb9dcde7-55bb-4fb8-b349-caa58fb08823,super love,5/2/2021 11:06,GIF,healthy eating,positive,75
bb9dcde7-55bb-4fb8-b349-caa58fb08823,super love,12/22/2020 9:52,GIF,healthy eating,positive,75
bb9dcde7-55bb-4fb8-b349-caa58fb08823,super love,11/21/2020 9:17,GIF,healthy eating,positive,75
96209724-37a8-475b-b80a-03e96a7c33b1,super love,1/3/2021 13:24,GIF,fitness,positive,75
96209724-37a8-475b-b80a-03e96a7c33b1,super love,7/19/2020 16:44,GIF,fitness,positive,75
96209724-37a8-475b-b80a-03e96a7c33b1,super love,9/21/2020 0:55,GIF,fitness,positive,75
839d117b-c764-4930-99f2-a6e4d1b47790,super love,9/13/2020 5:48,GIF,cooking,positive,75
839d117b-c764-4930-99f2-a6e4d1b47790,super love,5/2/2021 12:56,GIF,cooking,positive,75
839d117b-c764-4930-99f2-a6e4d1b47790,super love,11/22/2020 18:09,GIF,cooking,positive,75
496645a7-64f7-4c56-94f5-a71671cb262e,super love,2/10/2021 21:57,GIF,dogs,positive,75
48a824bf-e495-4333-8acf-c800947ec2cd,super love,10/3/2020 5:31,audio,soccer,positive,75
ff883828-a610-492d-8635-8a777eaad25f,super love,3/27/2021 12:29,photo,education,positive,75
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,super love,5/21/2021 15:46,audio,cooking,positive,75
80d4bec9-6441-41a2-be74-0eec3e5317ef,super love,5/6/2021 20:27,video,tennis,positive,75
229d5bad-c1e4-439c-8978-0efdcdfea4d1,super love,8/20/2020 18:33,audio,food,positive,75
229d5bad-c1e4-439c-8978-0efdcdfea4d1,super love,6/18/2020 13:46,audio,food,positive,75
229d5bad-c1e4-439c-8978-0efdcdfea4d1,super love,7/8/2020 23:06,audio,food,positive,75
229d5bad-c1e4-439c-8978-0efdcdfea4d1,super love,3/4/2021 6:29,audio,food,positive,75
d6d4ec49-4210-44de-9f90-c93dfbeed084,super love,3/21/2021 3:56,video,tennis,positive,75
496645a7-64f7-4c56-94f5-a71671cb262e,super love,2/9/2021 4:31,GIF,dogs,positive,75
8ef185a2-8910-41f5-a109-95c925ebffa0,super love,4/5/2021 14:28,photo,public speaking,positive,75
496645a7-64f7-4c56-94f5-a71671cb262e,super love,7/20/2020 7:10,GIF,dogs,positive,75
496645a7-64f7-4c56-94f5-a71671cb262e,super love,11/7/2020 23:22,GIF,dogs,positive,75
1f466010-5c87-4b81-be83-5856481231fb,super love,10/26/2020 6:32,GIF,soccer,positive,75
1f466010-5c87-4b81-be83-5856481231fb,super love,5/4/2021 19:57,GIF,soccer,positive,75
1f466010-5c87-4b81-be83-5856481231fb,super love,3/7/2021 7:57,GIF,soccer,positive,75
bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,super love,10/26/2020 11:34,video,food,positive,75
bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,super love,2/26/2021 14:18,video,food,positive,75
bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,super love,12/27/2020 4:16,video,food,positive,75
bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,super love,4/6/2021 10:11,video,food,positive,75
48a824bf-e495-4333-8acf-c800947ec2cd,super love,2/6/2021 17:32,audio,soccer,positive,75
48a824bf-e495-4333-8acf-c800947ec2cd,super love,12/27/2020 19:44,audio,soccer,positive,75
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,super love,8/12/2020 9:07,GIF,food,positive,75
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,super love,2/7/2021 13:24,GIF,food,positive,75
ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,super love,11/28/2020 23:14,GIF,education,positive,75
ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,super love,5/30/2021 23:10,GIF,education,positive,75
ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,super love,1/23/2021 5:34,GIF,education,positive,75
281054fd-2b89-4191-92ae-98e1bc0ed51b,super love,10/12/2020 13:24,video,fitness,positive,75
429632b9-88c0-4163-a7ed-4272a04f7838,super love,11/18/2020 18:25,audio,Animals,positive,75
429632b9-88c0-4163-a7ed-4272a04f7838,super love,11/20/2020 5:29,audio,Animals,positive,75
c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,super love,6/26/2020 19:01,GIF,veganism,positive,75
c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,super love,8/2/2020 8:24,GIF,veganism,positive,75
c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,super love,6/21/2020 23:19,GIF,veganism,positive,75
58059956-4cde-4671-9baf-904851731540,super love,2/28/2021 5:08,audio,education,positive,75
8b51c05c-a8a2-4a6c-b031-165fb7bac840,super love,10/24/2020 23:03,video,dogs,positive,75
323c35ed-081f-4efd-8bd6-ce5208ceb0ed,super love,11/13/2020 18:40,GIF,animals,positive,75
323c35ed-081f-4efd-8bd6-ce5208ceb0ed,super love,5/25/2021 16:26,GIF,animals,positive,75
88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,6/6/2021 21:44,audio,travel,positive,75
88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,11/10/2020 2:22,audio,travel,positive,75
88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,4/23/2021 14:28,audio,travel,positive,75
88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,12/13/2020 2:50,audio,travel,positive,75
88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,5/9/2021 9:53,audio,travel,positive,75
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,super love,4/20/2021 17:12,GIF,food,positive,75
61e6650c-5068-4575-9aee-4217ef3dbdb1,super love,11/26/2020 3:20,GIF,tennis,positive,75
1beeffff-f261-435f-a109-6fafe46669d4,super love,10/8/2020 14:38,photo,public speaking,positive,75
1beeffff-f261-435f-a109-6fafe46669d4,super love,11/9/2020 9:34,photo,public speaking,positive,75
4478d98e-43e8-4dc0-884d-c1115aa8b970,super love,10/10/2020 12:25,audio,animals,positive,75
14ed7f7b-2c96-4458-8a39-606c25c14180,super love,12/24/2020 13:08,video,tennis,positive,75
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,super love,1/1/2021 8:56,GIF,studying,positive,75
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,super love,7/12/2020 14:13,GIF,studying,positive,75
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,super love,1/16/2021 7:35,GIF,healthy eating,positive,75
220d9dc1-f8a5-422d-b200-3819f3b89b2b,super love,12/11/2020 5:18,video,dogs,positive,75
bfa4e11c-9d72-49b9-bd43-49d95c2e5181,super love,9/1/2020 16:08,photo,veganism,positive,75
34f73132-fff6-4f01-a5ec-4b4b66461fc7,super love,2/4/2021 3:57,photo,fitness,positive,75
34f73132-fff6-4f01-a5ec-4b4b66461fc7,super love,1/9/2021 1:09,photo,fitness,positive,75
4478d98e-43e8-4dc0-884d-c1115aa8b970,super love,6/25/2020 8:02,audio,animals,positive,75
ab4c4756-1c50-4136-bad9-3216e01ffac2,super love,10/23/2020 7:06,audio,fitness,positive,75
c01fa154-5348-4040-9d20-0bbf01f6349b,super love,12/11/2020 16:05,GIF,tennis,positive,75
457301ee-3e87-40d8-8b82-ea4e1fa90e39,super love,6/24/2020 22:06,GIF,healthy eating,positive,75
457301ee-3e87-40d8-8b82-ea4e1fa90e39,super love,4/12/2021 23:07,GIF,healthy eating,positive,75
457301ee-3e87-40d8-8b82-ea4e1fa90e39,super love,11/12/2020 16:56,GIF,healthy eating,positive,75
457301ee-3e87-40d8-8b82-ea4e1fa90e39,super love,3/13/2021 21:26,GIF,healthy eating,positive,75
eec5e521-4c28-4e8a-93a9-d544803fad7e,super love,8/12/2020 21:47,audio,food,positive,75
eec5e521-4c28-4e8a-93a9-d544803fad7e,super love,1/30/2021 7:11,audio,food,positive,75
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,super love,10/16/2020 14:01,video,cooking,positive,75
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,super love,9/2/2020 0:42,video,cooking,positive,75
74718bbf-e5a3-442f-8ca2-4a3428757fc1,super love,11/8/2020 3:05,video,dogs,positive,75
c01fa154-5348-4040-9d20-0bbf01f6349b,super love,3/21/2021 15:58,GIF,tennis,positive,75
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,super love,9/3/2020 2:11,video,science,positive,75
f08bdab2-b888-484e-8fd9-919e6ed86c12,super love,9/14/2020 6:07,audio,education,positive,75
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,super love,7/20/2020 14:40,GIF,healthy eating,positive,75
f08bdab2-b888-484e-8fd9-919e6ed86c12,super love,8/22/2020 6:23,audio,education,positive,75
026973ef-4b73-4901-9160-bc9e04516057,super love,9/22/2020 20:24,audio,culture,positive,75
026973ef-4b73-4901-9160-bc9e04516057,super love,10/6/2020 9:10,audio,culture,positive,75
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,super love,8/2/2020 7:58,GIF,soccer,positive,75
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,super love,4/12/2021 19:27,GIF,soccer,positive,75
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,super love,6/27/2020 6:28,GIF,soccer,positive,75
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,super love,6/1/2021 10:13,video,culture,positive,75
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,super love,9/3/2020 2:48,video,culture,positive,75
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,super love,4/28/2021 4:25,video,culture,positive,75
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,super love,7/8/2020 10:33,GIF,healthy eating,positive,75
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,super love,10/26/2020 19:54,video,science,positive,75
78713905-362f-4a87-9671-adab5f1e0e67,super love,1/24/2021 4:05,audio,dogs,positive,75
d852b946-01e1-44fe-abd7-26198660cbdb,super love,2/12/2021 4:04,GIF,food,positive,75
d852b946-01e1-44fe-abd7-26198660cbdb,super love,6/29/2020 15:40,GIF,food,positive,75
82145a60-013e-4d96-81a5-399af8618158,super love,7/21/2020 3:32,audio,food,positive,75
82145a60-013e-4d96-81a5-399af8618158,super love,10/16/2020 22:38,audio,food,positive,75
82145a60-013e-4d96-81a5-399af8618158,super love,2/5/2021 12:11,audio,food,positive,75
e442899c-d2d6-4392-be2d-a0b916ae47fb,super love,12/17/2020 14:19,video,technology,positive,75
e442899c-d2d6-4392-be2d-a0b916ae47fb,super love,11/12/2020 18:27,video,technology,positive,75
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,super love,6/1/2021 10:59,video,science,positive,75
74718bbf-e5a3-442f-8ca2-4a3428757fc1,super love,2/15/2021 23:04,video,dogs,positive,75
74718bbf-e5a3-442f-8ca2-4a3428757fc1,super love,2/15/2021 9:38,video,dogs,positive,75
f4e3840e-bb71-40c2-afc5-9408d842646d,super love,3/25/2021 13:06,photo,healthy eating,positive,75
5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,6/30/2020 13:08,GIF,science,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,9/28/2020 8:49,video,food,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,10/28/2020 13:14,video,food,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,1/26/2021 1:00,video,food,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2/14/2021 21:15,GIF,tennis,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,9/22/2020 2:08,GIF,tennis,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,7/25/2020 16:31,GIF,tennis,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,5/29/2021 7:21,GIF,tennis,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,9/3/2020 1:15,GIF,tennis,positive,75
5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,10/25/2020 2:39,GIF,science,positive,75
b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,4/7/2021 3:15,photo,public speaking,positive,75
f4e3840e-bb71-40c2-afc5-9408d842646d,super love,6/21/2020 13:09,photo,healthy eating,positive,75
0bedca96-fb76-4287-a83c-17330ed39cce,super love,6/26/2020 10:33,photo,soccer,positive,75
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2/5/2021 17:00,video,technology,positive,75
3f8590c7-6ab2-4973-805a-90cdec355f05,super love,10/21/2020 9:07,video,dogs,positive,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,3/4/2021 23:58,photo,healthy eating,positive,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,8/3/2020 16:41,photo,healthy eating,positive,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2/2/2021 3:43,photo,Studying,positive,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,1/24/2021 11:03,photo,Studying,positive,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,8/28/2020 3:57,photo,Studying,positive,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2/24/2021 5:09,photo,Studying,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,8/2/2020 20:28,video,food,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,2/11/2021 4:02,video,food,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,6/8/2021 10:45,video,food,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,11/5/2020 13:54,video,food,positive,75
f4e3840e-bb71-40c2-afc5-9408d842646d,super love,10/2/2020 1:50,photo,healthy eating,positive,75
f4e3840e-bb71-40c2-afc5-9408d842646d,super love,4/17/2021 18:59,photo,healthy eating,positive,75
